946767600000,163,340464.9820274012,112436.19575533626
1176368400000,142,340802.3969000525,110622.00110716297
1176372000000,161,340802.05040413473,110760.37701587501
1176372000000,163,340785.01754737133,110775.99725557202
1176372000000,142,340799.2534715155,110680.99619324382
1176375600000,142,339529.13225758326,110287.81277877693
1176382800000,097,340792.59410486685,110691.80681111588
1176386400000,097,340257.89957024576,110578.96455222234
1176386400000,163,341647.5357436385,110321.27288367802
1176422400000,163,342012.0252611594,110202.80184961752
1176426000000,163,341663.1397653539,110407.55214408983
1176440400000,163,340491.8805964442,111671.64591471016
1176440400000,142,340410.7421117749,112150.46803633166
1176447600000,163,340525.1398272655,111543.53457735063
1176447600000,142,340469.9014189534,111945.76126512687
1176458400000,161,340780.5190964551,110785.395874373
1176472800000,161,340134.3396399545,109167.01074009894
1176519600000,111,342758.48770177265,110204.57085981475
1176552000000,128,341111.2624086733,110663.39032985736
1176631200000,111,342194.83915630565,112684.5552442912
1176645600000,097,340013.72153054137,111244.0749467761
1176649200000,097,339743.71689659037,110920.68303512054
1176681600000,097,340351.74243774125,110697.36655744465
1176692400000,097,340535.74844199314,111044.88265577314
1176696000000,163,340709.7885095535,110818.69257740778
1176699600000,163,340695.04735220445,110773.71599457794
1176714000000,097,340241.66515122756,111325.55170552933
1176717600000,097,340332.99105016445,111141.60773880934
1176724800000,076,340836.0352366231,110797.7508662211
1176735600000,097,339708.25644594204,110454.94584502884
1176768000000,097,339875.4185917596,110598.56780595475
1176778800000,097,340432.46920814563,111103.88212750081
1176800400000,097,340618.83206265443,110984.55834298261
1176822000000,097,339637.9366928579,110405.15663393674
1176858000000,097,339772.0453146817,110544.23648985913
1176894000000,128,341605.26939935156,110431.88867007894
1176897600000,128,341659.8637666404,110169.57674937742
1176897600000,097,339813.56791889877,110565.74377495772
1176962400000,076,340873.2728744262,110698.29318183268
1176973200000,097,340528.83296502347,111027.51939519725
1176976800000,097,340518.3028796663,111027.90720466338
1176987600000,161,340629.66996621713,110628.98806807157
1176994800000,161,340257.0470592274,109184.68766855376
1176994800000,097,339419.3567975201,110374.84511112102
1177030800000,111,343054.7090132914,110259.3295219497
1177041600000,097,340448.89510092855,111235.51470242804
1177052400000,111,340777.00298769306,110733.96822079721
1177056000000,111,340766.524772821,110809.03842311219
1177059600000,097,339747.8158345983,111593.52135595481
1177063200000,097,339652.01370682754,111482.086597116
1177077600000,128,341098.1839890181,110715.8990452147
1177077600000,097,339589.10707857995,110451.89533301828
1177124400000,097,340504.6110116932,111053.86747129826
1177146000000,097,340456.0766483103,111277.3592948224
1177149600000,097,340531.14023525827,111032.5494919123
1177153200000,111,339834.95359807333,109323.05021408256
1177167600000,097,339652.6325713084,110458.67761875343
1177200000000,097,339321.0598943886,110169.45540570744
1177203600000,097,339588.70214007894,110380.99409385797
1177290000000,097,340063.7808624923,110525.94104553346
1177387200000,134,340974.00354008493,110304.61509432009
1177387200000,161,340971.70499432564,110440.14513097964
1177387200000,142,340971.7957432132,110433.39160963793
1177394400000,134,340975.21202461433,110306.31283321767
1177394400000,161,340932.2430120293,110459.28780847348
1177394400000,142,340942.28236194927,110437.9780878003
1177416000000,161,340614.7670359999,110484.75773936964
1177646400000,142,339390.79787624854,110871.18851173893
1177653600000,111,340616.3048518743,110846.55308402667
1177653600000,140,340822.1440615772,110714.04579644473
1177653600000,142,340042.75756057526,110864.82766895267
1177657200000,142,340795.16013788234,110791.81605763537
1177664400000,142,340884.23902062594,110728.8717866592
1177668000000,142,340873.71470763034,110738.1380305465
1177671600000,134,340533.5534937213,111071.14367023864
1177671600000,142,340878.81267977215,110735.66703217807
1177675200000,134,339374.8237936754,111312.4981390214
1177678800000,161,340567.1060955966,110570.41901619153
1177732800000,140,340792.26178032276,110682.54056722527
1177761600000,140,340712.9774523238,110669.56782578702
1177765200000,140,342732.5207195686,111161.32336006883
1177812000000,140,342876.2204269219,111562.09243698412
1177833600000,021,340788.6708972325,110707.55942572201
1177891200000,086,340779.25317387626,111745.53317846666
1177902000000,134,339731.7593706665,110811.65023204993
1177909200000,086,340776.6734461661,110995.85677001228
1177927200000,134,340744.8020011795,110664.31695424783
1178586000000,140,342499.77107048815,111331.89042730906
1178625600000,154,342078.04588175874,110770.72873404661
1178629200000,134,339280.88742014614,111192.34944965401
1178665200000,134,340716.06020068505,110748.79421101975
1178668800000,134,340760.51967844355,110747.63593053096
1178672400000,154,341920.7671880569,110717.17465801303
1178712000000,154,341241.7874527958,110695.65586626498
1178715600000,154,341631.26356245513,110927.2406846421
1178719200000,134,340698.64036923286,110684.02316624827
1178758800000,154,341930.0833339277,110734.6017293089
1178798400000,154,341244.8350514378,110696.94536454008
1178798400000,115,340732.95611655444,109938.8583078338
1178802000000,154,341431.3524042994,110822.93302933234
1178805600000,154,341516.83202203957,110902.1564588257
1178874000000,134,339983.9908227418,110709.27466660997
1178877600000,134,339412.11254369246,110933.82590149494
1178892000000,154,341154.00672017364,110680.1996214007
1178895600000,154,341725.3443688669,110725.37071301305
1178935200000,134,339809.8444715899,110684.61184527002
1178938800000,154,342315.48195823556,110744.22286403297
1178942400000,154,341590.7544924895,110628.65521830566
1178964000000,154,340755.72229236306,110649.02093716482
1178967600000,154,340906.62195317476,110653.47833477893
1178974800000,154,341227.78326060344,110677.49670752024
1178978400000,154,341833.2201715471,110733.84186292681
1178985600000,134,340158.6964821343,110661.78418091944
1179028800000,154,342755.7065415351,111030.580687623
1179064800000,154,342105.90738831833,110775.56907992791
1179100800000,154,342709.9905797393,110889.43052164813
1179104400000,154,342263.2008434754,110789.73480927075
1179151200000,154,342115.41472576454,110751.96226467019
1179190800000,154,341945.98306729953,110723.95185240633
1179237600000,154,342060.21418051404,110736.35096922581
1179273600000,154,342748.5296763235,110992.95973744107
1179277200000,154,342317.88046421914,110857.68070497442
1179277200000,058,340881.13383375295,110901.4555790568
1179324000000,154,342014.0637421025,110735.91413201444
1179360000000,154,342700.4900269198,110878.89227519176
1179363600000,154,342188.46362364665,110788.72142634436
1179410400000,154,342202.53836609947,110787.07538107554
1179450000000,154,341983.94029008655,110734.79787286685
1179475200000,115,340496.6156082584,112185.8342004983
1179478800000,115,340527.7198863394,112433.4591246403
1179500400000,163,341668.0786328458,110328.40157357832
1179554400000,163,341537.1188361856,109679.80060373335
1179558000000,163,341723.05030887225,109707.13602320035
1179561600000,058,340650.037996564,110712.81029725738
1179619200000,163,341989.42638438294,109754.64206998609
1179622800000,163,341111.8228905245,112107.54686869198
1179640800000,154,340413.20932954986,110739.51080741885
1179644400000,154,340433.61648106546,110709.68722987158
1179669600000,154,341877.0184239186,110799.55999002684
1179705600000,134,339961.9452596428,110638.5259087616
1179705600000,163,341607.97604407626,110353.078320285
1179709200000,154,341529.63943479577,110738.77508481478
1179756000000,154,341955.58854499925,110767.8688726355
1179882000000,138,340484.71867360326,112038.6553600952
1179889200000,115,340782.2224695674,110766.18061073235
1179914400000,138,340906.3375862123,110714.04579643976
1180000800000,082,341078.4348835894,110699.90258208699
1180004400000,082,341083.94014308124,110687.7289134989
1180015200000,138,340780.6992066989,111517.76609577108
1180018800000,138,340639.81265842274,112352.07263228306
1180022400000,138,340454.9122151241,112940.8079134098
1180076400000,138,341207.8383613022,111993.35684325993
1180166400000,058,340165.97912714514,112514.33667995072
1180177200000,134,340636.38020101615,111115.52687249231
