0,1435.704751,1887.524235
3098,1744.260567,1936.471987
7769,1816.482694,1354.353351
9985,1893.516199,1468.941515
13627,1790.250091,1166.444644
15668,1801.250931,1572.714497
17893,1907.085325,1160.935087
20753,1464.934276,1948.219728
23168,1389.853969,1973.902388
24411,10580.874893,989567.256986
26025,1662.811092,1202.533619
29475,1345.812910,1083.541095
33916,1970.979240,1226.756910
36875,1364.862634,1335.044465
40412,1275.543888,1413.466172
42585,1608.501723,1059.901168
47009,1603.136786,1931.489807
50198,1306.237956,1672.395155
53769,1720.532708,1989.725567
58719,1540.680095,1710.068941
61946,1139.151012,1802.131558
66363,1687.033669,1907.804751
70059,998134.933155,998532.326029
71868,1044.694763,1624.262358
73097,1579.530332,1768.410723
77679,1319.840257,1208.489222
78980,1999.817454,1855.119740
80385,1572.046284,1278.453996
83701,1932.552155,1991.216550
87101,1057.082263,1087.857134
89994,1467.869563,1337.402672
92655,10288.021591,989881.549013
95994,1460.591778,1739.229173
98638,1245.854391,1968.352659
100587,1800.826226,1934.831414
103200,1918.305441,1326.963216
104238,1229.616543,1686.661349
108361,1341.996380,1685.531599
111570,1567.419395,1050.517989
113080,1736.001421,1851.825587
114366,1463.414236,1175.177206
118724,1554.614856,1825.797841
121400,1996.252196,1622.160790
124287,1885.559028,1625.416549
126420,1561.533327,1614.060151
129708,1190.508212,1312.994991
134066,1246.015855,1041.988961
136536,1053.748930,1135.383718
141389,1963.923805,1248.748035
145385,1665.970646,1898.699835
146440,1236.662677,1040.128868
149650,1555.592389,1536.093645
152078,1422.076256,1026.551812
154131,1031.680927,1709.413353
155713,1871.549772,1958.054316
157638,1206.626316,1155.806210
162405,1056.794981,1238.786500
164832,1118.007364,1210.746820
169827,1591.403432,1452.130528
173039,1374.670632,1852.390929
177746,1806.070888,1084.163478
180019,1050.330829,1918.242662
183427,1472.209200,1263.512571
185360,1837.655782,1778.866909
188823,1267.513690,1253.611623
190032,1643.196551,1167.645238
192249,1938.098161,1826.881543
194778,1202.389646,1279.057872
197791,1137.825014,1254.126504
199281,1144.987192,1213.688003
200973,1132.539562,1323.543800
203445,1000.996254,1414.043339
206257,1581.122289,1325.125314
210251,1493.277382,1498.927444
213300,1689.360462,1959.992201
217839,1132.579248,1419.600417
221356,1699.341199,1712.048074
225068,998251.167713,998689.734704
226224,1873.757880,1378.445017
228102,1899.487283,1457.547876
230014,1413.909033,1396.446097
232574,10042.324363,989790.247248
235905,1382.138400,1461.885026
239029,1848.683171,1572.115934
240274,1587.370087,1498.050825
241350,1885.662057,1075.135199
245716,1877.708847,1625.412921
247293,1723.315758,1888.539704
250158,1422.336087,1502.616364
251904,1752.601423,1063.615037
255534,1547.444445,1784.700523
259099,1223.982838,1135.892880
262725,1413.489098,1407.955457
265332,1738.673422,1833.746938
267841,1919.868714,1612.639397
272173,1678.943560,1858.862254
274987,1905.433878,1265.335649
278884,1534.772033,1642.625772
282040,1609.250077,1574.396049
286212,1280.337018,1509.826878
287299,1368.913583,1802.063278
290077,1871.254638,1386.886457
292653,1771.530144,1397.003591
295125,1152.488416,1657.416483
298981,1128.307047,1978.475379
303737,1940.902129,1530.064207
308581,1935.154043,1431.875228
311118,1581.691936,1463.101337
313102,1008.235326,1340.249269
314873,1568.626403,1051.371826
316632,1291.182525,1403.798219
319621,10927.609312,989035.440968
322162,1961.243093,1809.895379
327092,1242.900843,1924.813606
329705,1912.773272,1937.628570
332509,1943.229320,1214.421307
335248,1432.111632,1370.685067
339893,1920.948647,1234.929647
341761,1851.276860,1162.143009
346588,1314.026270,1066.388461
350704,1366.868788,1760.120217
354581,1787.458493,1662.214779
356327,1894.075435,1193.444811
359798,1451.791366,1186.463985
361196,1741.280461,1713.854931
362537,1639.892706,1010.448730
364836,1957.675404,1790.713608
366196,1434.168012,1049.990252
371045,1916.746217,1146.925015
374057,1514.610152,1894.178027
376472,1784.498080,1620.593140
380281,1132.660235,1002.412955
382483,1000.705300,1005.562942
387440,1636.395699,1606.789148
390260,998626.156843,998599.521948
392031,1821.381058,1110.468478
393432,1835.642763,1150.792267
396873,1616.676300,1894.381810
399809,1034.727870,1989.918932
402978,1941.543060,1187.847791
406346,1488.335689,1063.360831
408516,1633.193271,1392.824464
