timestamp,user,avg_X,avg_Y
946767600000,163,340464.9820274012,112436.19575533626
1176368400000,142,340802.3969000525,110622.00110716297
1176372000000,142,340796.1100429784,110739.99127932466
1176372000000,161,340802.05040413473,110760.37701587501
1176372000000,163,340785.01754737133,110775.99725557202
1176375600000,142,336988.88982971886,109501.44594984318
1176382800000,097,340792.59410486685,110691.80681111588
1176386400000,097,339723.20503562473,110466.12229332881
1176386400000,163,341647.5357436385,110321.27288367802
1176422400000,163,342012.0252611594,110202.80184961752
1176426000000,142,336442.10897019226,108259.9083566156
1176426000000,163,341314.2542695483,110612.30243856212
1176429600000,142,340793.86910436675,110861.19374936714
1176440400000,142,340410.7421117749,112150.46803633166
1176440400000,163,340491.8805964442,111671.64591471016
1176447600000,142,340529.06072613184,111741.0544939221
1176447600000,163,340558.3990580868,111415.42323999108
1176458400000,161,340780.5190964551,110785.395874373
1176472800000,161,340134.3396399545,109167.01074009894
1176476400000,111,343744.96197707707,108832.68941257437
1176476400000,161,339641.2791612304,105328.04153709463
1176501600000,142,335650.4121548797,107459.74094330748
1176505200000,142,327980.0415502482,118421.06595249413
1176508800000,128,340312.9625274468,121881.25961691432
1176512400000,128,339878.57835859584,119765.9410452326
1176516000000,128,339174.509221041,115361.01150833139
1176516000000,161,339944.0109715334,105580.392245619
1176519600000,111,342758.48770177265,110204.57085981475
1176519600000,128,339719.00753114093,111319.01472087183
1176519600000,161,339970.675006792,106366.32416464273
1176534000000,142,332054.43875321455,117475.88457392795
1176537600000,142,337518.4333633561,107979.79624568374
1176552000000,128,341111.2624086733,110663.39032985736
1176555600000,128,339994.91082692385,120675.67757851232
1176588000000,142,332968.03028445295,111449.23352952092
1176591600000,128,339734.1605024407,121866.49981415123
1176591600000,142,326382.6847805794,119021.9876703317
1176595200000,111,347966.307212074,106374.20047194324
1176595200000,128,339871.7327694819,121884.88435349453
1176598800000,111,342671.305611786,114003.87878467058
1176598800000,128,339133.0881601074,121843.07724136907
1176602400000,111,333074.2829624372,131950.97725134797
1176602400000,128,333504.24071111984,130931.9865415113
1176606000000,111,335717.00222086784,140145.3024336319
1176606000000,128,335712.8755654414,140131.89913944335
1176609600000,111,337518.38686086715,141344.36403269335
1176609600000,128,337530.29534434405,141347.00590945786
1176613200000,111,337455.8742956561,140911.38680703286
1176613200000,128,336821.4939057835,141874.663402241
1176616800000,111,334428.2191477474,138867.79416289166
1176616800000,128,334534.2395078338,138800.6178801917
1176620400000,111,333314.11732613476,131617.08403976707
1176620400000,128,333528.34354883345,137041.11260344024
1176620400000,142,335229.2332001384,114964.26006756882
1176624000000,111,339894.40803399053,118689.45596170491
1176624000000,128,339197.7215600358,122814.3703763405
1176624000000,142,338633.2500109703,107124.39795299781
1176627600000,111,341065.58905951557,110751.96611757865
1176631200000,111,345624.5203754108,108612.24365359008
1176634800000,111,348534.2822899502,106482.54933796581
1176645600000,097,340013.72153054137,111244.0749467761
1176649200000,097,339473.71226263937,110597.29112346497
1176681600000,097,340351.74243774125,110697.36655744465
1176685200000,142,337384.64292348543,108655.88667125623
1176688800000,142,340688.56608389487,110749.56639800857
1176692400000,097,340535.74844199314,111044.88265577314
1176696000000,163,340709.7885095535,110818.69257740778
1176699600000,163,340680.3061948554,110728.7394117481
1176714000000,097,340241.66515122756,111325.55170552933
1176717600000,097,340424.3169491013,110957.66377208936
1176724800000,076,340836.0352366231,110797.7508662211
1176728400000,076,359820.42699332343,104833.57678400315
1176728400000,128,340372.12216192315,121330.65690075704
1176728400000,161,339983.41822527716,106998.47277334452
1176732000000,076,368362.02115295955,102104.89442903495
1176732000000,111,343122.0612992722,109300.4446520724
1176735600000,097,339708.25644594204,110454.94584502884
1176735600000,111,348474.22910564835,106657.74753488718
1176764400000,076,367091.8948716812,102189.94380616667
1176768000000,076,360721.2252514299,104649.58039717708
1176768000000,097,339875.4185917596,110598.56780595475
1176771600000,076,347032.83794478007,110898.78100411595
1176771600000,161,339967.7018982828,106189.95008418523
1176775200000,111,348181.3783261207,109911.5890758226
1176778800000,097,340432.46920814563,111103.88212750081
1176800400000,097,340618.83206265443,110984.55834298261
1176807600000,142,336566.3694096961,109302.57882317531
1176814800000,076,348142.0370050109,108423.43030756216
1176814800000,161,339955.80051971844,106144.19170701323
1176818400000,076,366716.7023742702,102179.68691656867
1176818400000,111,346079.3229358162,107320.84482441335
1176822000000,097,339637.9366928579,110405.15663393674
1176850800000,076,361011.1599594307,99054.70176312496
1176854400000,111,348361.22883989936,109690.25822183548
1176858000000,097,339772.0453146817,110544.23648985913
1176858000000,111,343899.0810875859,110139.63795662849
1176858000000,142,339036.9958387888,109371.83036940139
1176886800000,076,359544.47956520336,99424.22272162455
1176890400000,076,367823.9525784514,100421.13915168593
1176894000000,076,368989.0096407487,102722.8370682522
1176894000000,128,341605.26939935156,110431.88867007894
1176894000000,142,336610.67498015775,109483.96908014739
1176897600000,076,367764.3558611326,102227.69734054878
1176897600000,097,339813.56791889877,110565.74377495772
1176897600000,128,341714.45813392935,109907.26482867588
1176901200000,076,367639.69724711723,101162.11648247653
1176901200000,111,343122.89943233924,108905.13243209149
1176904800000,076,367431.92941857054,100758.39336419455
1176904800000,111,346707.03393645975,106658.38360755987
1176904800000,128,340545.02637338784,116239.2780955555
1176908400000,076,367426.69028151454,101250.8942267946
1176912000000,076,367970.7111659418,101493.39182931722
1176940800000,076,363791.19208124833,103861.26131723182
1176940800000,111,348501.40374089964,107099.97155161857
1176944400000,076,350525.9639738696,110397.09273630437
1176944400000,111,344563.82882792404,110148.42476573549
1176944400000,128,340379.039805967,121568.30149587423
1176948000000,076,340933.09955246863,110665.52437390573
1176948000000,128,339955.9305571339,116580.7107178611
1176951600000,076,340916.26820092177,110662.15483067319
1176962400000,076,340873.2728744262,110698.29318183268
1176973200000,097,340528.83296502347,111027.51939519725
1176976800000,097,340507.7727943092,111028.2950141295
1176987600000,111,344164.9840168812,110168.63468124912
1176987600000,128,340451.9488587497,120050.27188732052
1176987600000,161,340629.66996621713,110628.98806807157
1176991200000,111,348513.10552064824,106132.07351917392
1176994800000,097,339419.3567975201,110374.84511112102
1176994800000,161,339884.4241522377,107740.38726903593
1177027200000,076,350764.60766367964,110743.42954350352
1177027200000,128,340331.0414253324,121786.19637849311
1177030800000,076,341802.9582924808,111386.84923259227
1177030800000,111,343054.7090132914,110259.3295219497
1177030800000,128,340096.2248349419,118070.99866304894
1177030800000,142,337759.8276285058,108920.88861063895
1177034400000,161,340015.64469996694,105606.70600229835
1177041600000,097,340448.89510092855,111235.51470242804
1177052400000,111,340777.00298769306,110733.96822079721
1177056000000,111,340756.0465579489,110884.10862542716
1177059600000,097,339747.8158345983,111593.52135595481
1177063200000,097,339556.2115790567,111370.65183827716
1177066800000,142,335461.1740248322,107900.60823580174
1177070400000,076,353719.21527112497,106332.7972094846
1177074000000,076,366548.78626158414,102255.03074561479
1177077600000,097,339589.10707857995,110451.89533301828
1177077600000,128,341098.1839890181,110715.8990452147
1177081200000,128,339625.4275902527,119526.21868911924
1177106400000,142,333667.7719325421,110245.12090579241
1177110000000,142,327167.5560050792,118770.04101313994
1177113600000,128,339690.40176340967,121857.8366115331
1177113600000,142,321685.94639821287,123322.93272834201
1177117200000,111,340847.73365645536,105833.10833042629
1177117200000,128,340180.1642613737,121949.36650948535
1177120800000,111,324200.7953879473,104346.51465335976
